portal::transfer/delivery_details/ssn_hint,,"We use your SSN/ITIN to confirm your identity, as required by U.S. banking laws.","Nous utilisons votre NSS/ITIN pour confirmer votre identité, conformément aux lois américaines sur les banques."
portal::transfer/delivery_details/ssn_please_note,,"Please note, we use your SSN/ITIN to confirm your identity. If you have an SSN/ITIN but do not enter it, your transaction will be delayed.","Veuillez noter que nous utilisons votre NSS/ITIN pour confirmer votre identité. Si vous possédez un NSS/ITIN mais que vous ne l'indiquez pas, votre transaction sera retardée."
portal::transfer/delivery_details/i_dont_have_ssn,,I don&rsquo;t have an SSN/ITIN,Je n'ai pas de NSS/ITIN
portal::transfer/delivery_details/bank_account,,Bank Account,Compte bancaire
portal::transfer/delivery_details/debit_card,,Debit Card,Carte de débit
portal::transfer/delivery_details/add_new_bank,,Add New Bank Account,Ajouter un nouveau compte bancaire
portal::transfer/delivery_details/name_as_appears,,"Your name, as it appears on card","Votre nom, tel qu'il figure sur la carte"
portal::transfer/delivery_details/use_debit_avoid_fees,,Use a debit card to avoid potential cash advance fees,Utilisez une carte de débit pour éviter les frais éventuels d'avance de fonds
portal::transfer/delivery_details/bank_details,,BANK DETAILS,COORDONNÉES BANCAIRES
portal::transfer/delivery_details/select_account_type,,Select Account Type,Sélectionner un type de compte
portal::transfer/delivery_details/checking_account,,Checking Account,Vérification du compte
portal::transfer/delivery_details/savings_account,,Savings Account,Compte d'épargne
portal::transfer/delivery_details/we_make_small_deposit,,For security purposes we will credit your account with a small deposit (less than $1.00) at the same time we withdraw the full amount for your first transaction.,"Pour des raisons de sécurité, nous créditerons votre compte dun petit dépôt (inférieur à 1,00 $) au moment du retrait du montant total de votre première transaction."
portal::transfer/delivery_details/name_on_account,,Name on Account,Nom associé au compte
portal::transfer/delivery_details/billing_address,,BILLING ADDRESS,ADRESSE DE FACTURATION
portal::transfer/delivery_details/billing_address_hint,,"Please enter the address at which you receive your bank statement or monthly bills. If this is the same as your home address, simply click on the &ldquo;Use Home Address&rdquo; checkbox.","Veuillez indiquer l'adresse à laquelle vous recevez votre relevé bancaire ou vos factures mensuelles. S'il s'agit de la même adresse que celle de votre domicile, cochez simplement la case « Utiliser l'adresse du domicile »."
portal::transfer/delivery_details/billing_address_hint_no_home_address,,Please enter the address at which you receive your bank statement or monthly bills.,Veuillez indiquer l'adresse à laquelle vous recevez votre relevé bancaire ou vos factures mensuelles.
portal::transfer/delivery_details/use_home_address,,Use Home Address,Utiliser l'adresse personnelle
portal::transfer/summary/fps_send_by,,Send within 3 hours for funds to be available by %s,Envoyer dans les 3 heures pour que les fonds soient disponibles avant le %s
portal::transfer/summary/fps_transfer_finish,,Finish Your Transfer,Finalisez votre virement
portal::transfer/summary/fps_transfer_cancellation,,You must complete these steps within 24 hours or your transaction will be cancelled.,Vous devez suivre ces étapes sous 24 heures ou votre transaction sera annulée.
portal::transfer/summary/fps_transfer_step_1,,Login to your online bank account.,Connectez-vous à votre compte bancaire en ligne.
portal::transfer/summary/fps_transfer_step_2,,Transfer the full amount to Remitly using the details below.,Transférez le montant total à Remitly en utilisant les informations ci-dessous.
portal::transfer/summary/fps_transfer_step_3,,%s receives %s within 3 hours of your transfer.,%s reçoit %s dans les 3 heures qui suivent votre virement.
portal::transfer/summary/fps_transfer_details,,Send Using These Details,Envoyer en utilisant ces informations
portal::transfer/summary/fps_transfer_disclaimer_exact,,The details above should be entered exactly as shown into your online banking service.,Les informations ci-dessus doivent être entrées exactement comme indiqué dans votre service bancaire en ligne.
portal::transfer/summary/fps_transfer_disclaimer_profile,,The name on the bank account must match your Remitly profile.,Le nom associé au compte bancaire doit correspondre à celui de votre profil Remitly.
portal::transfer/summary/fps_transfer_disclaimer_payment,,Cash and cheque payments are not accepted.,Les paiements en espèces et par chèque ne sont pas acceptés.
portal::transfer/summary/fps_transfer_login_to_bank,,Login to Your Bank to Send,Connectez-vous à votre banque pour effectuer un virement
portal::transfer/summary/fps_transfer_bank_disclaimer_header,,Don&rsquo;t see your bank above?,Votre banque n'est pas répertoriée ci-dessus ?
portal::transfer/summary/fps_transfer_bank_disclaimer_subheader,,Please continue to your online banking site directly.,Veuillez continuer directement sur votre site bancaire en ligne.
portal::transfer/summary/amount_to_send,,Amount to send,Montant à envoyer
portal::transfer/summary/transfer_to,,Transfer to,Virement à
portal::transfer/summary/sort_code,,Sort Code,Code guichet
portal::transfer/summary/reference_number,,Reference Number,Numéro de référence
portal::transfer/summary/note_1,,"Copy these details precisely into your online banking service. <b>If the reference number and payment amount do not exactly match, you could experience delays with your transfer.</b>","Copiez précisément ces informations dans votre service bancaire en ligne. <b>Si le numéro de référence et le montant du paiement ne correspondent pas exactement, votre virement risque d'être retardé.</b>"
portal::transfer/summary/note_1_uk,,"Copy these details precisely into your online banking service. <b>If the reference number and payment amount do not match exactly, your transfer might be delayed or cancelled.</b>","Copiez précisément ces informations dans votre service bancaire en ligne. <b>Si le numéro de référence et le montant du paiement ne correspondent pas exactement, votre virement risque d'être retardé ou annulé.</b>"
portal::primary_menu/send_money,,Send money,Envoyer de l'argent
portal::primary_menu/transfer_history,,Transfer history,Historique des virements
portal::primary_menu/sending_limits,,Sending limits,Limites d'envoi
portal::primary_menu/transfer_history_sm,,Transfers,Virements
portal::primary_menu/sending_limits_sm,,Limits,Limites
portal::primary_menu/loans_sm,,Loans,Prêts
portal::user_tools/greeting,,"Hi, %s","Bonjour, %s"
portal::user_tools/help,,Help,Aide
portal::password_strength/strong,,Strong,Fort
portal::password_strength/medium,,Medium,Moyen
portal::password_strength/weak,,Weak,Faible
portal::password_strength/weak_at_least,,Weak (At least 8 characters),Faible (au moins 8 caractères)
portal::users/verify_mobile/verify_my_phone,,Verify My Phone,Vérifier mon téléphone
portal::users/verify_mobile/if_phone_was_off,,"If your phone was off, you may need to allow 3 hours for SMS delivery.","Si votre téléphone était éteint, vous devrez peut-être attendre 3 heures pour l'envoi du SMS."
portal::users/verify_mobile/try_again,,Try again,Réessayer
portal::users/verify_mobile/mobile_number,,Mobile number,Numéro de téléphone mobile
portal::users/verify_mobile/send_verif_code,,Send Verification Code,Envoyer le code de vérification
portal::users/resolution_center/please_provide_docs,,Please provide <strong>one of the below</strong> document(s). Select a document and use the camera to take a photo of your document or find an existing photo or scan on your device.,"Veuillez fournir l'<strong>un des</strong> document(s) ci-dessous. Sélectionnez un document et prenez-le en photo avec l'appareil photo, recherchez une photo existante ou numérisez un document sur votre appareil."
portal::resolution/resolution_center/show_more_options,,Show more options,Afficher plus d'options
portal::users/resolution_center/need_you_call_us,,We&rsquo;ll need you to give us a call to complete the process,Nous aurons besoin que vous nous rappeliez afin de finaliser le processus
portal::users/resolution_center/call_toll_free,,Call Toll Free %s,Appeler au numéro vert %s
portal::users/resolution_center/have_a_question_or_concern,,Have a question or concern? Contact us at %s or %s,Une question ou un problème ? Contactez-nous au %s ou %s
portal::users/resolution_center/please_find_photo,,Please find an existing photo to upload it.,Veuillez rechercher une photo existante et la télécharger.
portal::users/resolution_center/take_photo,,Take Photo,Prendre une photo
portal::users/resolution_center/find_existing_image,,Find an existing image,Trouver une image existante
portal::users/resolution_center/sample_photo,,Sample photo,Exemple de photo
portal::users/resolution_center/is_the_image_clear,,Is the image clear?,L'image est-elle claire ?
portal::users/resolution_center/unable_upload_photo,,Unable to upload photo. Please try again.,Impossible de télécharger la photo. Veuillez réessayer.
portal::users/resolution_center/invalid_file_type,,"Invalid file type. Please upload a valid PNG, JPEG, or PDF file","Type de fichier incorrect. Veuillez télécharger un fichier PNG, JPEG ou PDF valide"
portal::users/resolution_center/your_photo,,Your photo,Votre photo
portal::users/resolution_center/no_let_me_try_again,,"No, let me try again","Non, je veux réessayer"
portal::users/resolution_center/yes_send_now,,"Yes, send it now","Oui, l'envoyer maintenant"
portal::users/resolution_center/sending_image,,Sending image,Envoi de l'image
portal::views/home/contact/loading,,Loading,Chargement en cours
portal::users/resolution_center/connecting,,Connecting,Connexion en cours
portal::users/resolution_center/complete,,Complete,Terminé
portal::users/resolution_center/sending_limit_questions,,Sending Limit Questions,Questions sur les limites d'envoi
portal::ribbons/challenge_questions/answer_questions,,Answer questions,Répondez aux questions
portal::users/resolution_center/thank_you,,Thank you!,Je vous en remercie !
portal::users/resolution_center/receive_response_48_hours,,Your sending limit request is being processed. You will receive a response within 48 hours.,Votre demande de limite d'envoi est en cours de traitement. Vous recevrez une réponse sous 48 heures.
portal::users/resolution_center/receive_response_1_hour,,You should receive a response within 1 hour.,Vous devriez recevoir une réponse sous 1 heure.
portal::users/resolution_center/if_you_have_questions_s_s,,"If you have additional questions, contact us at %s or %s","Si vous avez d'autres questions, contactez-nous au %s ou %s"
portal::users/resolution_center/skip,,Skip this question,Ignorer cette question
portal::users/challenge_questions/to_increase,,"To increase your sending limit, please answer the questions below.","Pour augmenter votre limite d'envoi, veuillez réponde aux questions ci-dessous."
portal::users/challenge_questions/challenge_question_reason,,We need to ask these questions to comply with our regulatory obligations and to provide you with a secure service.,Nous devons poser ces questions pour nous conformer à nos obligations réglementaires et pour vous fournir un service sécurisé.
